date,time,username,tweet,tweet_clean
2021-05-24,23:27:16,cnnbrk,"Florida will stop paying jobless residents the $300-a-week federal boost to unemployment benefits in June, becoming the 23rd GOP-led state to end the pandemic supplement early  https://t.co/MaWldTjaAD",florida will stop paying jobless residents the 300aweek federal boost to unemployment benefits in june becoming the 23rd gopled state to end the pandemic supplement early  
2021-05-24,19:59:29,cnnbrk,"New York City, which has the biggest school district in the country, will fully return to in-person learning this fall with no remote option, Mayor Bill de Blasio says  https://t.co/ND0s8e4Kbv",new york city which has the biggest school district in the country will fully return to inperson learning this fall with no remote option mayor bill de blasio says  
2021-05-24,19:21:00,cnnbrk,"An attacker was shot and killed by police officers after stabbing two men near Jerusalem's Sheikh Jarrah neighborhood on Monday, according to Israeli police  https://t.co/L2fxvHUjeC",an attacker was shot and killed by police officers after stabbing two men near jerusalems sheikh jarrah neighborhood on monday according to israeli police  
2021-05-24,13:11:01,cnnbrk,"Myanmar's ousted civilian leader Aung San Suu Kyi attended a court hearing Monday, her first appearance in person since the military seized power on February 1, according to local media reports  https://t.co/miHR0TD4K0",myanmars ousted civilian leader aung san suu kyi attended a court hearing monday her first appearance in person since the military seized power on february 1 according to local media reports  
2021-05-24,04:44:19,cnnbrk,Phil Mickelson wins the PGA Championship and becomes — at age 50 — the oldest winner of one of golf's four major tournaments  https://t.co/tf5qtkrcUc,phil mickelson wins the pga championship and becomes  at age 50  the oldest winner of one of golfs four major tournaments  
2021-05-24,01:21:36,cnnbrk,"The death toll in a cable car accident in northern Italy has risen to at least 14 people, including one child, officials say   https://t.co/SznasYvR7a",the death toll in a cable car accident in northern italy has risen to at least 14 people including one child officials say   
2021-05-23,22:10:39,cnnbrk,"The President of Belarus ordered a fighter jet to intercept a Ryanair plane carrying an opposition activist, who was then arrested in Minsk  https://t.co/bAyfP7J2Sj",the president of belarus ordered a fighter jet to intercept a ryanair plane carrying an opposition activist who was then arrested in minsk  
2021-05-23,20:57:13,cnnbrk,"A 16-year-old girl was killed and at least seven others were injured in an overnight shooting in Columbus, Ohio, police say  https://t.co/tvtEgQowTY",a 16yearold girl was killed and at least seven others were injured in an overnight shooting in columbus ohio police say  
2021-05-23,20:39:33,cnnbrk,"Death toll in Italian cable car accident rises to at least 12, officials say  https://t.co/0KXAugoJob",death toll in italian cable car accident rises to at least 12 officials say  
2021-05-23,20:12:36,cnnbrk,"Two people have died and at least 12 others are injured after a shooting at a New Jersey house party, police say  https://t.co/GOVVEZ5E7K",two people have died and at least 12 others are injured after a shooting at a new jersey house party police say  
2021-05-23,19:57:35,cnnbrk,"Raman Pratasevich, a leading Belarusian opposition activist in exile, is arrested after his plane makes an emergency landing in Minsk  https://t.co/nIjP5BMO27",raman pratasevich a leading belarusian opposition activist in exile is arrested after his plane makes an emergency landing in minsk  
2021-05-23,18:35:23,cnnbrk,"At least eight people died and three others are injured, including two children, after a cable car accident in northern Italy  https://t.co/sCccFnniEC",at least eight people died and three others are injured including two children after a cable car accident in northern italy  
2021-05-23,17:11:14,cnnbrk,"At least six people were injured and taken to a hospital after a shooting at a house in Cumberland County, New Jersey, police say   https://t.co/yqPkpfjlor",at least six people were injured and taken to a hospital after a shooting at a house in cumberland county new jersey police say   
2021-05-23,16:15:20,cnnbrk,"At least three people were killed and five others wounded in shooting at a bar in Youngstown, Ohio, police say  https://t.co/Mx1aNaMQcv",at least three people were killed and five others wounded in shooting at a bar in youngstown ohio police say  
2021-05-23,07:36:49,cnnbrk,"Amazon temporarily shuts down construction of a new facility in Windsor, Connecticut, after the discovery of seven apparent nooses at the site  https://t.co/ktr9wuhj1g",amazon temporarily shuts down construction of a new facility in windsor connecticut after the discovery of seven apparent nooses at the site  
2021-05-23,04:46:28,cnnbrk,A man has been arrested in connection to an alleged assault earlier this week that Los Angeles police are investigating as a possible anti-Semitic hate crime   https://t.co/YVfBSPlbIA,a man has been arrested in connection to an alleged assault earlier this week that los angeles police are investigating as a possible antisemitic hate crime   
2021-05-23,04:30:23,cnnbrk,Italy narrowly wins a colorful and kitsch Eurovision Song Contest  https://t.co/4Hhtp6pGBE,italy narrowly wins a colorful and kitsch eurovision song contest  
2021-05-23,01:57:01,cnnbrk,"The Mount Nyiragongo volcano outside Goma, Democratic Republic of Congo, erupted Saturday, the government and the volcano observatory say  https://t.co/YITCevTa6z",the mount nyiragongo volcano outside goma democratic republic of congo erupted saturday the government and the volcano observatory say  
2021-05-23,01:45:20,cnnbrk,"The NBA will no longer require head coaches who are fully vaccinated against Covid-19 to wear masks during games, according to a memo sent to the teams  https://t.co/fObQm67ufm",the nba will no longer require head coaches who are fully vaccinated against covid19 to wear masks during games according to a memo sent to the teams  
2021-05-22,23:42:35,cnnbrk,"Virgin Galactic's rocket-powered plane, carrying two pilots, soared into the upper atmosphere on its third mission to reach space  https://t.co/hAkBz4rnb9",virgin galactics rocketpowered plane carrying two pilots soared into the upper atmosphere on its third mission to reach space  
2021-05-22,17:25:30,cnnbrk,"Subtropical Storm Ana becomes the first named storm of the 2021 Atlantic hurricane season, which officially begins June 1  https://t.co/MpDC4jGRpX",subtropical storm ana becomes the first named storm of the 2021 atlantic hurricane season which officially begins june 1  
2021-05-22,15:10:33,cnnbrk,"Two men were killed and eight other people were injured in a shooting in downtown Minneapolis, Minnesota, according to a tweet from police  https://t.co/xoDdji2QMO  https://t.co/q2ahrI4rJn",two men were killed and eight other people were injured in a shooting in downtown minneapolis minnesota according to a tweet from police    
2021-05-22,02:59:49,cnnbrk,"Federal authorities investigating alleged sex trafficking by GOP Rep. Matt Gaetz have secured the cooperation of his ex-girlfriend, sources say  https://t.co/YTEPFiUSmq",federal authorities investigating alleged sex trafficking by gop rep matt gaetz have secured the cooperation of his exgirlfriend sources say  
2021-05-22,01:35:52,cnnbrk,California will drop all capacity limits for businesses and social distancing requirements when the state fully reopens on June 15 after more than a year of lockdowns  https://t.co/ncbFFYWkWV,california will drop all capacity limits for businesses and social distancing requirements when the state fully reopens on june 15 after more than a year of lockdowns  
2021-05-22,00:40:57,cnnbrk,The White House is reducing the size of its infrastructure and jobs package from $2.25 trillion to $1.7 trillion in a counteroffer to GOP lawmakers  https://t.co/2jZ9Jjwv5H,the white house is reducing the size of its infrastructure and jobs package from 225 trillion to 17 trillion in a counteroffer to gop lawmakers  
2021-05-21,23:28:38,cnnbrk,"President Biden presents Korean War veteran Ralph Puckett Jr. with America's highest military award, the Medal of Honor  https://t.co/gn6MPclW7i",president biden presents korean war veteran ralph puckett jr with americas highest military award the medal of honor  
2021-05-21,22:48:45,cnnbrk,Seven medical professionals in Argentina have been charged with homicide over the death of soccer legend Diego Maradona  https://t.co/FvfWzPfIS5,seven medical professionals in argentina have been charged with homicide over the death of soccer legend diego maradona  
2021-05-21,03:55:08,cnnbrk,"The Trump administration secretly obtained a CNN reporter's phone and email records, the latest instance of prosecutors targeting journalists  https://t.co/dgF39e7koI",the trump administration secretly obtained a cnn reporters phone and email records the latest instance of prosecutors targeting journalists  
2021-05-21,01:44:48,cnnbrk,Israel and Hamas agree to a ceasefire after 11 days of conflict that killed more than 200 Palestinians and 12 people in Israel  https://t.co/3wobEbrPcp,israel and hamas agree to a ceasefire after 11 days of conflict that killed more than 200 palestinians and 12 people in israel  
2021-05-21,00:12:09,cnnbrk,Iowa Gov. Kim Reynolds has signed legislation into law that blocks mask mandates from being implemented in K-12 schools and prohibits cities and counties from requiring facial coverings in businesses  https://t.co/3R1IXsj6TF,iowa gov kim reynolds has signed legislation into law that blocks mask mandates from being implemented in k12 schools and prohibits cities and counties from requiring facial coverings in businesses  
2021-05-20,22:20:12,cnnbrk,House narrowly passes a $1.9 billion spending bill to increase security at the US Capitol in response to the deadly January 6 insurrection  https://t.co/2vSMwy9PSo,house narrowly passes a 19 billion spending bill to increase security at the us capitol in response to the deadly january 6 insurrection  
2021-05-20,20:59:15,cnnbrk,Sen. Bernie Sanders plans to introduce a resolution today disapproving of the $735 million US arms deal to Israel  https://t.co/tiH0hULNGD,sen bernie sanders plans to introduce a resolution today disapproving of the 735 million us arms deal to israel  
2021-05-20,19:20:18,cnnbrk,"The BBC used ""deceitful"" methods to secure a bombshell 1995 interview with the late Princess Diana, independent report finds  https://t.co/Vsn9IPDWTl",the bbc used deceitful methods to secure a bombshell 1995 interview with the late princess diana independent report finds  
2021-05-20,04:47:02,cnnbrk,"A ceasefire in the Israel-Gaza conflict could be ""imminent,"" Hamas officials tell CNN. There has been no comment from Israel yet.  https://t.co/3D2tzw5tQ1",a ceasefire in the israelgaza conflict could be imminent hamas officials tell cnn there has been no comment from israel yet  
2021-05-20,04:26:50,cnnbrk,The House passes a bipartisan bill to create a commission to investigate the January 6 Capitol insurrection. It now moves to the Senate.  https://t.co/a9PdcuP26L,the house passes a bipartisan bill to create a commission to investigate the january 6 capitol insurrection it now moves to the senate  
2021-05-19,21:40:20,cnnbrk,"Senate Minority Leader Mitch McConnell says he's opposed to an independent commission to probe the Capitol insurrection, joining other key Republicans  https://t.co/ig5P7pWWBR",senate minority leader mitch mcconnell says he is opposed to an independent commission to probe the capitol insurrection joining other key republicans  
2021-05-19,20:44:06,cnnbrk,"Biden tells Israeli PM Netanyahu that he expects a ""significant de-escalation"" in Gaza violence today as well as a path toward a ceasefire  https://t.co/NZW6c6syuT",biden tells israeli pm netanyahu that he expects a significant deescalation in gaza violence today as well as a path toward a ceasefire  
2021-05-19,17:43:51,cnnbrk,"The European Union will begin to ease travel restrictions, recommending that member states allow vaccinated foreign travelers to visit  https://t.co/YBdFx56eyA",the european union will begin to ease travel restrictions recommending that member states allow vaccinated foreign travelers to visit  
2021-05-19,08:07:22,cnnbrk,"The New York attorney general is now actively investigating the Trump Organization in a criminal capacity, as well as the ongoing civil probe  https://t.co/23s0OU0FyX",the new york attorney general is now actively investigating the trump organization in a criminal capacity as well as the ongoing civil probe  
2021-05-19,04:00:23,cnnbrk,"The State Department says it will now grant US citizenship to children born abroad to parents who used artificial reproductive technology, including surrogacy  https://t.co/a8pW3vJXjh",the state department says it will now grant us citizenship to children born abroad to parents who used artificial reproductive technology including surrogacy  
2021-05-19,03:10:51,cnnbrk,"Republican Texas Gov. Greg Abbott has issued an executive order prohibiting state governmental entities such as counties, public school districts, public health authorities and government officials from requiring mask wearing  https://t.co/iko1Bpoa7H",republican texas gov greg abbott has issued an executive order prohibiting state governmental entities such as counties public school districts public health authorities and government officials from requiring mask wearing  
2021-05-19,02:32:41,cnnbrk,"The three deputies who fired shots at Andrew Brown Jr. will be reinstated and retrained, the Pasquotank County sheriff says  https://t.co/ls2nBkw9r2",the three deputies who fired shots at andrew brown jr will be reinstated and retrained the pasquotank county sheriff says  
2021-05-19,02:23:17,cnnbrk,The House has passed a bill to counter a rise in anti-Asian hate crimes. It now heads to President Biden's desk to be signed into law.  https://t.co/l7DT6ZVQZr,the house has passed a bill to counter a rise in antiasian hate crimes it now heads to president bidens desk to be signed into law  
2021-05-19,01:41:28,cnnbrk,"Charles Grodin, a versatile comedic actor best known for his roles in movies like ""Midnight Run"" and ""The Heartbreak Kid,"" has died. He was 86.  https://t.co/whgQH10AWk",charles grodin a versatile comedic actor best known for his roles in movies like midnight run and the heartbreak kid has died he was 86  
2021-05-18,21:28:01,cnnbrk,"A North Carolina district attorney says the shooting of Andrew Brown Jr., a 42-year-old Black man fatally shot by deputies last April, was justified  https://t.co/Z9WTKy4Bc5",a north carolina district attorney says the shooting of andrew brown jr a 42yearold black man fatally shot by deputies last april was justified  
2021-05-18,20:38:55,cnnbrk,"Colorectal cancer screening should now start at age 45, US health task force says. Previously, it recommended screening start at age 50.  https://t.co/cJRsoI6E6W",colorectal cancer screening should now start at age 45 us health task force says previously it recommended screening start at age 50  
2021-05-18,20:27:23,cnnbrk,Water rescues are underway a day after torrential rain in parts of Louisiana and southeastern Texas led to dangerous flash flooding. More rain is expected through Thursday.   https://t.co/uf6cJwRwPU,water rescues are underway a day after torrential rain in parts of louisiana and southeastern texas led to dangerous flash flooding more rain is expected through thursday   
2021-05-18,19:21:25,cnnbrk,"House Minority Leader Kevin McCarthy says he opposes an inquiry into the Capitol insurrection, siding with Republicans downplaying the January 6 riot  https://t.co/Xzj9UskrK1",house minority leader kevin mccarthy says he opposes an inquiry into the capitol insurrection siding with republicans downplaying the january 6 riot  
2021-05-18,06:48:58,cnnbrk,South Carolina will allow death row inmates to elect execution by electric chair or firing squad if lethal injection drugs are not available  https://t.co/3MaJCUjA0A,south carolina will allow death row inmates to elect execution by electric chair or firing squad if lethal injection drugs are not available  
2021-05-18,06:45:32,cnnbrk,The White House is in the process of reviewing clemency applications and has signaled that President Biden will issue acts of clemency before the middle of his presidential term  https://t.co/YhI74xyXYI,the white house is in the process of reviewing clemency applications and has signaled that president biden will issue acts of clemency before the middle of his presidential term  
2021-05-18,04:17:16,cnnbrk,President Biden expresses support for a ceasefire as intensifying violence between Israel and Hamas militants in Gaza enters a second week  https://t.co/CublYuPds3,president biden expresses support for a ceasefire as intensifying violence between israel and hamas militants in gaza enters a second week  
2021-05-18,03:57:02,cnnbrk,"The White House released the 2020 tax returns for both President Biden and Vice President Harris, restoring a tradition that had been ignored under former President Trump  https://t.co/5r6SVi6tU0",the white house released the 2020 tax returns for both president biden and vice president harris restoring a tradition that had been ignored under former president trump  
2021-05-18,03:40:41,cnnbrk,The NYRA has temporarily suspended trainer Bob Baffert from entering any horses in races at the track that is host to the Belmont Stakes in less than three weeks  https://t.co/twvRDHy4oo,the nyra has temporarily suspended trainer bob baffert from entering any horses in races at the track that is host to the belmont stakes in less than three weeks  
2021-05-18,00:16:37,cnnbrk,"Working more than 55 hours a week is killing hundreds of thousands of people a year through stroke and heart disease, the WHO says  https://t.co/7mYte0qhdN",working more than 55 hours a week is killing hundreds of thousands of people a year through stroke and heart disease the who says  
2021-05-17,22:39:47,cnnbrk,"The US announces more sanctions against Myanmar's military government, key figures in the military regime and some family members of officials  https://t.co/73eWWhe0wi",the us announces more sanctions against myanmars military government key figures in the military regime and some family members of officials  
2021-05-17,22:24:54,cnnbrk,The US will share millions more doses of Covid vaccines with other countries than previously announced  https://t.co/DRpJfoLBeE,the us will share millions more doses of covid vaccines with other countries than previously announced  
2021-05-17,19:31:07,cnnbrk,"The Supreme Court on Monday agreed to take up a major abortion case next term concerning a controversial Mississippi law that banned most abortions after 15 weeks, rekindling a potentially major challenge to Roe v. Wade at the majority conservative court.  https://t.co/hORNDN6Xzt",the supreme court on monday agreed to take up a major abortion case next term concerning a controversial mississippi law that banned most abortions after 15 weeks rekindling a potentially major challenge to roe v wade at the majority conservative court  
2021-05-17,16:47:57,cnnbrk,"AT&amp;T and Discovery, Inc. announce deal to spin off WarnerMedia and combine it with Discovery in a new standalone media company  https://t.co/tSpyLLEplG",att and discovery inc announce deal to spin off warnermedia and combine it with discovery in a new standalone media company  
2021-05-17,12:55:45,cnnbrk,"Tens of thousands of people have been evacuated from low-lying areas in western India as a powerful cyclone is expected to make landfall Tuesday, threatening a region already struggling with a devastating second coronavirus wave  https://t.co/p4LR4MLO84",tens of thousands of people have been evacuated from lowlying areas in western india as a powerful cyclone is expected to make landfall tuesday threatening a region already struggling with a devastating second coronavirus wave  
2021-05-16,19:56:34,cnnbrk,"Two Chicago police officers and a suspect were shot during an incident on the city's west side, police say  https://t.co/RkZSH8R27U",two chicago police officers and a suspect were shot during an incident on the citys west side police say  
2021-05-16,18:44:32,cnnbrk,"Israel bombs the house of Hamas' Gaza leader and obliterates a family's home in Gaza, as Hamas launches over 100 missiles towards Israel  https://t.co/Ywjk8Ktpa6",israel bombs the house of hamas gaza leader and obliterates a familys home in gaza as hamas launches over 100 missiles towards israel  
2021-05-16,07:11:54,cnnbrk,"A Bengal tiger that had been missing in the Houston area has been located unharmed and is now in the city's animal shelter, officials say  https://t.co/HvMRIjSsy0",a bengal tiger that had been missing in the houston area has been located unharmed and is now in the citys animal shelter officials say  
2021-05-16,05:45:43,cnnbrk,"A woman whose two children — a 9-year-old girl and a 7-year-old boy — were found dead in a Tempe, Arizona, apartment has been detained, police say  https://t.co/waHOAe5Vc4",a woman whose two children  a 9yearold girl and a 7yearold boy  were found dead in a tempe arizona apartment has been detained police say  
2021-05-16,04:39:07,cnnbrk,"Rombauer crosses the finish line first in the Preakness Stakes. Medina Spirit, the Kentucky Derby winner, was third.  https://t.co/4GL0NigXzQ",rombauer crosses the finish line first in the preakness stakes medina spirit the kentucky derby winner was third  
2021-05-16,02:37:36,cnnbrk,"A 50-car train derailed Saturday afternoon in Albert Lea, Minnesota, officials say. It was not immediately clear whether any hazardous materials were on board.  https://t.co/vM2HKpdSrL",a 50car train derailed saturday afternoon in albert lea minnesota officials say it was not immediately clear whether any hazardous materials were on board  
2021-05-15,21:36:26,cnnbrk,"Israel bombs building housing international media offices and Gaza home, killing 10 family members as Hamas rockets rain down on Tel Aviv  https://t.co/IMOZaAm5DG",israel bombs building housing international media offices and gaza home killing 10 family members as hamas rockets rain down on tel aviv  
2021-05-15,20:00:52,cnnbrk,"Colonial Pipeline says its system has returned to ""normal operations"" after a crippling cyberattack forced a six-day shutdown  https://t.co/Z7JubMa3AL",colonial pipeline says its system has returned to normal operations after a crippling cyberattack forced a sixday shutdown  
2021-05-15,07:34:16,cnnbrk,"A Colorado man charged with murder in the disappearance of his wife has also been charged with voter fraud for voting in the 2020 presidential election using his wife's mail-in ballot, according to an affidavit  https://t.co/I2qfyitpO5",a colorado man charged with murder in the disappearance of his wife has also been charged with voter fraud for voting in the 2020 presidential election using his wifes mailin ballot according to an affidavit  
2021-05-15,07:16:18,cnnbrk,"China has successfully landed its rover on Mars, state media reports, the first time a country other than the US has done so  https://t.co/gjDAhxqYqg",china has successfully landed its rover on mars state media reports the first time a country other than the us has done so  
2021-05-15,06:55:33,cnnbrk,"The man last seen with a Bengal tiger in the Houston area is now behind bars, but the tiger is still at large, police say. A judge revoked the bond of the suspect, who was out on a pending murder charge.  https://t.co/vTnRftcaOB",the man last seen with a bengal tiger in the houston area is now behind bars but the tiger is still at large police say a judge revoked the bond of the suspect who was out on a pending murder charge  
2021-05-15,06:19:20,cnnbrk,"Kentucky Derby winner Medina Spirit has been cleared to race tomorrow in the Preakness Stakes, the second leg of the Triple Crown, after the final two rounds of blood samples from the horse were deemed clear, officials said  https://t.co/EcTlngNpok",kentucky derby winner medina spirit has been cleared to race tomorrow in the preakness stakes the second leg of the triple crown after the final two rounds of blood samples from the horse were deemed clear officials said  
2021-05-15,05:41:50,cnnbrk,Dr. Anthony Fauci says schools should be open for in-person learning this fall and that unvaccinated children will still need to wear masks in the classroom  https://t.co/4IM4q5hAjX,dr anthony fauci says schools should be open for inperson learning this fall and that unvaccinated children will still need to wear masks in the classroom  
2021-05-15,00:43:24,cnnbrk,"Columbus, Ohio, has agreed to pay a $10 million settlement to the family of Andre Hill, a Black man who was shot and killed by a police officer in December. The officer is facing murder charges.  https://t.co/TYu8NYSyPq",columbus ohio has agreed to pay a 10 million settlement to the family of andre hill a black man who was shot and killed by a police officer in december the officer is facing murder charges  
2021-05-15,00:04:10,cnnbrk,A close confidant of Rep. Matt Gaetz strikes a deal to plead guilty and cooperate with investigators in their sprawling sex crimes investigation  https://t.co/CDDgovX6BT,a close confidant of rep matt gaetz strikes a deal to plead guilty and cooperate with investigators in their sprawling sex crimes investigation  
2021-05-14,23:20:30,cnnbrk,A group of House Republicans has written to Speaker Nancy Pelosi asking her to lift the chamber's mask mandate in light of CDC recommendations  https://t.co/tRy5MDFu4S,a group of house republicans has written to speaker nancy pelosi asking her to lift the chambers mask mandate in light of cdc recommendations  
2021-05-14,22:44:54,cnnbrk,"An MIT graduate student wanted in connection with the fatal shooting of a Yale student in February has been arrested, officials say  https://t.co/wSP7YPtqss",an mit graduate student wanted in connection with the fatal shooting of a yale student in february has been arrested officials say  
2021-05-14,19:28:24,cnnbrk,"House Homeland Security lawmakers strike a deal to create a bipartisan Capitol riot commission, breaking a months-long logjam  https://t.co/Z5DTh0oVAV",house homeland security lawmakers strike a deal to create a bipartisan capitol riot commission breaking a monthslong logjam  
2021-05-14,19:02:24,cnnbrk,"House Republicans elevate Rep. Elise Stefanik, a Trump defender, to the No. 3 leadership position after ousting Rep. Liz Cheney from the role  https://t.co/DC7sSwHwrK",house republicans elevate rep elise stefanik a trump defender to the no 3 leadership position after ousting rep liz cheney from the role  
2021-05-14,18:34:17,cnnbrk,"US retail sales came down from March's stimulus-fueled high last month, the Census Bureau reports  https://t.co/r1pt4hVwi4",us retail sales came down from marchs stimulusfueled high last month the census bureau reports  
2021-05-14,08:00:32,cnnbrk,"Lawyers for Robert Durst, the subject of HBO documentary ""The Jinx,"" say he has bladder cancer and ask to postpone his murder trial indefinitely  https://t.co/vXtLiI7tGa",lawyers for robert durst the subject of hbo documentary the jinx say he has bladder cancer and ask to postpone his murder trial indefinitely  
2021-05-13,23:51:07,cnnbrk,"It's OK to go without a mask indoors, or outdoors, if you have been vaccinated against Covid-19, the CDC says  https://t.co/C6spsODgqm",it is ok to go without a mask indoors or outdoors if you have been vaccinated against covid19 the cdc says  
2021-05-13,18:31:15,cnnbrk,"Dr. Anthony Fauci says that people vaccinated against Covid-19 do not need to wear masks outside. ""We've got to make that transition,"" he says.  https://t.co/X0NpovxQr9",dr anthony fauci says that people vaccinated against covid19 do not need to wear masks outside we have got to make that transition he says  
2021-05-13,06:08:53,cnnbrk,"The body of a missing 2-year-old boy has been found, a day after Las Vegas police arrested a man in connection with the child's disappearance and death, authorities say  https://t.co/espy9OOq1l",the body of a missing 2yearold boy has been found a day after las vegas police arrested a man in connection with the childs disappearance and death authorities say  
2021-05-13,03:14:20,cnnbrk,Colonial Pipeline says it has restarted operations following a six-day shutdown caused by a ransomware attack. It will take several days for service to return to normal.  https://t.co/zgGrlVU1xT,colonial pipeline says it has restarted operations following a sixday shutdown caused by a ransomware attack it will take several days for service to return to normal  
2021-05-13,01:08:15,cnnbrk,CDC advisers recommend giving the Pfizer/BioNTech Covid-19 vaccine to 12- to 15-year-olds  https://t.co/7tzhirMNqL,cdc advisers recommend giving the pfizerbiontech covid19 vaccine to 12 to 15yearolds  
2021-05-12,20:50:16,cnnbrk,"""The Ellen DeGeneres Show,"" currently in season 18, will end in 2022 after season 19, according to a report in The Hollywood Reporter.  https://t.co/NXDGmtnDDW",the ellen degeneres show currently in season 18 will end in 2022 after season 19 according to a report in the hollywood reporter  
2021-05-12,20:21:21,cnnbrk,Rep. Liz Cheney lost her post in the House Republican leadership on Wednesday after publicly rejecting for months former President Donald Trump's lie that he won the 2020 presidential election.  https://t.co/nJKQ9ENPTY,rep liz cheney lost her post in the house republican leadership on wednesday after publicly rejecting for months former president donald trumps lie that he won the 2020 presidential election  
2021-05-12,09:16:58,cnnbrk,"At least 35 people, including 12 children, have been killed in Gaza by recent Israeli airstrikes, the Palestinian Ministry of Health says  https://t.co/EGMgac0Kmh",at least 35 people including 12 children have been killed in gaza by recent israeli airstrikes the palestinian ministry of health says  
2021-05-12,05:53:30,cnnbrk,"Rep. Liz Cheney vows not to remain silent as Trump continues to spread election lies, striking a defiant tone on the eve of her expected ousting  https://t.co/93S9H8jtjc",rep liz cheney vows not to remain silent as trump continues to spread election lies striking a defiant tone on the eve of her expected ousting  
2021-05-12,01:48:34,cnnbrk,"Federal judge dismisses the NRA's petition for bankruptcy, saying it was filed in ""bad faith"" to avoid litigation by the New York attorney general  https://t.co/VKOEGQcSTH",federal judge dismisses the nras petition for bankruptcy saying it was filed in bad faith to avoid litigation by the new york attorney general  
2021-05-12,00:55:49,cnnbrk,The three men charged in the killing of Ahmaud Arbery entered not guilty pleas on federal hate crime and attempted kidnapping charges  https://t.co/uUg6OXx9FY,the three men charged in the killing of ahmaud arbery entered not guilty pleas on federal hate crime and attempted kidnapping charges  
2021-05-12,00:08:37,cnnbrk,"Fulton County District Attorney plans to seek death penalty and enhanced hate crimes charges against Atlanta spa shooting suspect, source says  https://t.co/Sd33WfgyTb",fulton county district attorney plans to seek death penalty and enhanced hate crimes charges against atlanta spa shooting suspect source says  
2021-05-11,20:36:08,cnnbrk,"Three of Broadway's biggest shows – ""Lion King,"" ""Hamilton"" and ""Wicked"" – will open Sept. 14 after more than a year of being dark, with tickets now on sale. Follow live updates on Covid-19:  https://t.co/HtBbi4dNeJ",three of broadways biggest shows  lion king hamilton and wicked  will open sept 14 after more than a year of being dark with tickets now on sale follow live updates on covid19  
2021-05-11,14:02:52,cnnbrk,"At least nine people, including six children, have been killed in a school shooting in the western Russian city of Kazan, according to state media reports, as authorities search the school building for a potential second gunman  https://t.co/swwb79taPF",at least nine people including six children have been killed in a school shooting in the western russian city of kazan according to state media reports as authorities search the school building for a potential second gunman  
2021-05-11,08:53:50,cnnbrk,Businessman Glenn Youngkin earned the Republican nomination for Virginia governor after his final opponent conceded the race while ballots were still being tabulated Monday night  https://t.co/85TGDiCT2a,businessman glenn youngkin earned the republican nomination for virginia governor after his final opponent conceded the race while ballots were still being tabulated monday night  
2021-05-11,08:53:50,cnnbrk,Businessman Glenn Youngkin earned the Republican nomination for Virginia governor after his final opponent conceded the race while ballots were still being tabulated Monday night  https://t.co/jqKhnDrq8Y,businessman glenn youngkin earned the republican nomination for virginia governor after his final opponent conceded the race while ballots were still being tabulated monday night  
2021-05-11,07:11:21,cnnbrk,"NBA star Russell Westbrook of the Washington Wizards registered the 182nd triple-double of his career tonight, breaking the league record held by Hall of Famer Oscar Robertson  https://t.co/PPTRzsdxZH",nba star russell westbrook of the washington wizards registered the 182nd tripledouble of his career tonight breaking the league record held by hall of famer oscar robertson  
2021-05-11,06:52:29,cnnbrk,Houston police are searching for a man out on bond on a murder charge who allegedly put a tiger in his SUV and drove off to escape from police  https://t.co/0ctwwlaC99,houston police are searching for a man out on bond on a murder charge who allegedly put a tiger in his suv and drove off to escape from police  
2021-05-11,02:53:27,cnnbrk,The US FDA has authorized the Pfizer Covid-19 vaccine for use in adolescents as young as 12 years old  https://t.co/wVBYApoYTB,the us fda has authorized the pfizer covid19 vaccine for use in adolescents as young as 12 years old  
2021-05-11,02:44:08,cnnbrk,A young whale trapped in London's River Thames was euthanized after becoming stranded for a second time on a river embankment  https://t.co/aMDuZ5Pqax,a young whale trapped in londons river thames was euthanized after becoming stranded for a second time on a river embankment  
2021-05-11,02:42:48,cnnbrk,The bodies of more than 30 people have been pulled from the banks of the Ganges River in eastern India as a Covid-19 wave ravages the country  https://t.co/gSOGEmaMcc,the bodies of more than 30 people have been pulled from the banks of the ganges river in eastern india as a covid19 wave ravages the country  
2021-05-11,02:02:09,cnnbrk,"A US Coast Guard ship fired about 30 warning shots at Iranian Navy fast boats the US says were conducting ""unsafe"" maneuvers in the Strait of Hormuz  https://t.co/Htg8rk39DH",a us coast guard ship fired about 30 warning shots at iranian navy fast boats the us says were conducting unsafe maneuvers in the strait of hormuz  
2021-05-10,23:59:01,cnnbrk,"More than 40 attorneys general send a letter to Mark Zuckerberg asking Facebook to scrap plans for an Instagram intended for younger users, citing health and privacy concerns  https://t.co/3TGKsph391",more than 40 attorneys general send a letter to mark zuckerberg asking facebook to scrap plans for an instagram intended for younger users citing health and privacy concerns  
2021-05-10,05:58:01,cnnbrk,"Rescue operations are underway to free a whale — thought to be a small minke whale — that's stranded in the River Thames in London, the Port of London Authority said  https://t.co/3E7LzdxkLl",rescue operations are underway to free a whale  thought to be a small minke whale  that is stranded in the river thames in london the port of london authority said  
2021-05-10,02:44:08,cnnbrk,"Six people were killed in a shooting at a birthday party in Colorado Springs, Colorado, police say. The suspected shooter is also dead.  https://t.co/PdwUQSJh3X",six people were killed in a shooting at a birthday party in colorado springs colorado police say the suspected shooter is also dead  
